z,log_mstar,logstellardens,sigma
0.04116,10.2616,8.20741,51.3298
0.07385,11.0092,9.08838,245.8521
0.09315,10.5891,8.77692,98.8291
0.09702,10.8725,8.61275,223.3434
0.09907,11.3142,9.1907,255.2764
0.12447,10.6896,8.43508,56.913
0.10002,11.0305,9.05906,150.3085
0.03726,9.9979,8.65118,60.5541
0.03995,10.7621,8.75957,172.54761
0.0968,10.7397,8.81787,175.9016
0.07964,10.5698,9.0042,114.2107
0.15229,10.4296,8.83068,90.5784
0.09721,10.7196,8.67915,139.2646
0.07846,10.782,8.88229,138.0632
0.09854,10.4552,8.31085,102.6647
0.11281,10.3739,8.4273,70.5393
0.09748,10.9894,9.11595,231.386
0.07854,10.8944,8.66837,92.1673
0.03893,10.2435,8.94016,91.042
0.09901,10.5251,8.61633,88.8602
0.0823,10.3008,8.69358,113.1385
0.07687,10.0392,8.24747,16.5396
0.04918,10.561,8.84336,144.86
0.04573,10.7922,8.96618,140.1712
0.14065,10.8827,8.65193,131.0546
0.15181,10.6017,8.74291,148.0788
0.11303,10.818,8.80376,156.3607
0.14366,10.7819,8.88971,146.41811
0.07583,10.3365,8.8598,98.3289
0.07565,10.9986,8.75384,110.6227
0.09826,10.8455,8.8132,151.1068
0.12607,11.0438,8.9337,174.09979
0.10009,10.4273,8.97537,141.6369
0.09615,10.1897,8.51346,100.1059
0.13091,10.5462,8.3684,63.6161
0.06337,11.1713,8.8251,146.92039
0.17179,11.1869,8.64327,161.5658
0.17148,11.1527,8.69949,245.6432
0.16862,11.4911,8.77765,255.6561
0.13784,10.9721,8.98137,187.0015
0.13208,10.6645,8.31393,47.8657
0.08214,10.2791,8.87638,156.0106
0.06385,10.3274,8.56986,76.3964
0.09959,10.6579,8.53929,100.1135
0.07223,10.9659,8.59054,164.2511
0.07298,10.9323,8.95886,180.7281
0.07147,11.003,8.94807,120.4493
0.14381,10.7268,8.35935,119.2769
0.03991,10.7403,9.21902,223.974
0.06343,9.8704,8.33113,57.4798
0.07036,10.8186,9.22898,193.3326
0.18597,10.9043,8.59261,68.7826
0.06957,11.6652,9.46656,181.7124
0.10517,10.7863,8.23268,101.2979
0.20545,10.9861,9.03147,124.9491
0.14535,11.0352,9.19121,154.7675
0.1046,11.1911,8.91232,140.04269
0.13478,10.8945,8.79417,125.0782
0.10442,10.4461,8.6594,119.8051
0.12968,11.0827,8.87598,130.642
0.10429,10.8572,9.18911,179.1037
0.10345,10.9252,9.28699,160.57809
0.16911,11.0731,8.68095,140.70959
0.09866,10.4511,8.86388,121.408
0.02446,10.5805,9.27701,129.58971
0.07679,10.4125,8.93163,123.578
0.14703,10.7776,9.00719,88.3184
0.07387,11.1435,9.0277,167.1024
0.14496,11.3111,9.006,234.63091
0.07693,10.5363,8.89376,90.903
0.07741,11.1759,9.27443,155.0845
0.06834,11.5416,9.18658,273.6192
0.07379,11.1129,9.29164,185.3268
0.13307,11.0564,8.54589,110.5395
0.09595,10.9502,8.62649,85.2504
0.09105,10.7301,8.79356,150.6539
0.10016,10.7575,8.41626,86.769
0.0963,10.7812,9.29534,144.3082
0.17269,11.0518,8.4733,135.5714
0.13197,11.1433,9.03935,253.3961
0.0636,10.8266,8.97041,163.35609
0.06887,10.4275,8.92623,168.3073
0.10193,11.0284,8.66623,162.49519
0.1005,10.6901,8.71686,142.06351
0.06894,10.494,8.82804,87.2822
0.10047,10.7892,8.77524,158.9736
0.14688,10.9786,8.6975,178.022
0.09892,10.9402,8.99249,205.0351
0.10117,10.6524,8.49409,103.0158
0.10398,10.9438,8.84215,146.455
0.04014,10.1675,8.62818,116.0134
0.08685,10.539,8.49416,106.5044
0.07445,10.8054,8.9187,166.89549
0.1067,10.819,8.75385,147.62199
0.09978,10.8859,9.10692,135.7659
0.10077,11.4296,9.10728,202.74091
0.10696,10.8088,8.34161,101.5626
0.02457,9.6816,9.71022,180.6557
0.02478,10.1872,8.97527,106.1706
0.07371,11.3227,9.03208,117.623
0.0975,10.6318,8.78178,131.5399
0.07268,10.5318,8.71468,108.1776
0.09983,10.1891,8.4081,80.7101
0.07315,10.8635,8.54681,101.9207
0.04302,9.6556,8.10052,71.9472
0.03951,10.1231,9.02568,120.6656
0.12508,11.3064,9.1173,195.9097
0.12626,11.2264,8.93771,186.44479
0.09715,10.6052,9.09669,183.18851
0.10567,11.0226,8.68415,161.5721
0.18596,10.8471,8.62706,94.9291
0.14391,10.8248,8.52188,140.539
0.06979,10.1014,8.48456,81.3365
0.02501,9.5115,8.25134,108.6471
0.15383,11.1889,8.39367,117.5521
0.10225,11.1182,8.83946,230.91431
0.10422,11.041,9.06665,238.7683
0.10345,10.7124,8.6514,160.748
0.11061,10.9562,8.89854,172.97301
0.07291,10.435,9.16834,141.3287
0.13372,10.9753,8.79057,147.9704
0.10226,11.1356,8.75953,175.442
0.07047,10.8594,8.99448,128.0415
0.07072,10.0078,8.31863,65.5776
0.07523,11.0967,8.44162,107.1756
0.10323,10.9097,8.78668,160.1539
0.07593,10.3503,8.81922,114.3489
0.07548,10.0441,8.35026,76.2877
0.10349,10.9275,8.66926,121.6043
0.10643,10.649,8.86225,101.7628
0.07072,11.0827,8.88153,148.0441
0.07091,10.9183,8.84608,130.04961
0.10127,10.6841,9.05495,198.7856
0.10176,10.8415,8.49447,119.9812
0.10137,11.0483,9.13524,241.4782
0.10302,10.5274,8.52647,124.6522
0.04964,10.8029,9.00005,170.1198
0.07563,10.8474,8.91991,132.2243
0.15406,11.1776,9.13417,204.5629
0.10324,10.9318,8.82093,134.6158
0.10562,10.9498,8.69724,145.9174
0.14279,10.9296,8.75244,96.2125
0.10255,10.5479,8.34007,92.2151
0.10424,10.7188,8.9542,127.9139
0.10167,11.1219,8.97065,175.1763
0.10507,10.7208,8.39005,142.33369
0.10193,11.0663,9.20225,137.87579
0.10037,10.5726,8.38647,74.8356
0.10258,10.9655,8.85486,162.2455
0.1058,10.76,8.65901,102.1751
0.07347,10.9172,8.64129,173.7126
0.07103,11.1091,9.18669,223.4924
0.07152,10.7459,8.97318,131.92101
0.07168,10.4164,8.61386,68.2969
0.06771,10.3143,8.76327,91.2054
0.14278,10.9922,8.41481,77.9137
0.10444,10.6828,8.68977,134.5609
0.10002,10.5174,8.7641,151.0903
0.09998,10.8267,8.73393,142.12331
0.14454,11.4789,8.76545,222.56081
0.07406,10.5266,8.77686,95.4158
0.07031,11.1878,9.23547,231.08051
0.10096,10.9707,8.83039,134.7131
0.0748,10.449,8.72673,108.4767
0.17609,11.0341,8.64065,186.26421
0.07359,10.2109,8.86102,102.1024
0.07381,10.5796,8.762,98.8784
0.07646,11.029,8.63376,113.5258
0.10074,10.6346,8.63156,173.0099
0.07429,11.3842,8.70994,180.92931
0.15532,11.1609,8.72467,165.40829
0.1804,10.8708,9.01983,167.4563
0.18049,11.221,9.04319,201.37891
0.10273,11.0089,8.50993,112.4268
0.09726,10.4814,8.54308,96.1993
0.13185,11.0834,8.79373,121.578
0.14058,10.9262,8.84296,141.0811
0.16961,11.2485,9.11219,215.3317
0.10183,10.4333,8.8448,109.5796
0.04944,9.7846,8.6721,43.3956
0.12138,10.7832,8.63152,114.0572
0.07553,11.2439,8.89865,160.6024
0.12053,10.8763,8.4738,110.0251
0.1048,10.8589,8.85943,148.5925
0.10499,10.5104,8.31202,73.8256
0.11597,11.1155,8.872,99.9052
0.13282,11.1835,9.2417,227.8058
0.20213,11.3801,8.49723,144.0634
0.12166,10.9471,8.78393,139.84419
0.04983,10.4376,9.10093,157.79201
0.07526,10.9289,9.09955,169.7357
0.14542,11.0439,8.78221,154.9393
0.07538,10.708,9.16731,173.0096
0.13289,10.8986,8.82763,208.5983
0.11476,10.8827,8.77637,141.25121
0.12329,10.6051,8.4322,49.9639
0.19905,11.3198,8.97877,165.7056
0.14544,10.9484,8.64815,136.15939
0.08561,10.9063,8.9071,120.2639
0.13284,11.1951,8.72127,157.36459
0.06161,10.4939,8.86743,103.5967
0.06152,10.5639,8.75331,106.267
0.07274,10.0192,8.43794,76.7937
0.14778,10.9417,8.61697,78.7701
0.09146,10.3989,8.25996,93.7162
0.04271,10.8167,9.61387,171.09219
0.1325,11.2166,9.00318,177.6505
0.07747,10.3241,8.89614,118.3356
0.04872,10.2929,9.25978,98.8518
0.25534,11.7094,8.82108,287.36691
0.07734,11.1118,8.8422,117.2288
0.15118,11.5195,9.02396,199.6111
0.10056,10.6623,8.66077,128.9182
0.04103,10.7207,9.02319,133.3752
0.11299,10.6123,8.85877,153.8194
0.11045,10.5681,8.49474,64.7429
0.08979,10.9515,8.59484,114.7752
0.19381,11.382,8.61575,173.08459
0.0688,11.0132,9.12643,244.38811
0.06369,10.4576,8.77563,120.0651
0.06854,11.5496,9.13299,294.3244
0.06834,10.7443,8.99034,155.45461
0.15218,10.954,8.69769,151.0593
0.0725,10.3254,8.70135,56.8681
0.14258,10.9026,8.28291,143.0432
0.10231,10.666,8.57841,106.5078
0.14608,11.1205,8.59827,128.98019
0.1018,10.9923,9.12817,163.88361
0.07284,10.9323,8.80594,129.13181
0.10037,11.0434,8.89994,179.9066
0.1003,10.7226,8.4849,106.6559
0.07152,10.5455,8.87859,128.38651
0.06764,10.6256,9.06837,93.5216
0.10411,11.0264,8.90974,170.59509
0.09842,10.592,8.66644,114.4851
0.10014,10.7307,8.69477,122.1396
0.06638,11.2675,9.21222,241.0033
0.26078,11.5684,8.96021,270.35199
0.04923,11.0019,9.38645,225.963
0.04961,9.7952,8.4488,50.2806
0.18187,11.0241,8.31349,36.9085
0.09743,11.4345,9.04728,269.9899
0.13084,10.7757,8.66755,120.6415
0.0399,10.6925,8.44596,76.5317
0.09938,11.0816,8.84976,212.7347
0.12403,11.0763,8.58682,177.8521
0.0872,10.8302,8.91408,111.5647
0.15603,11.0682,8.70425,167.8456
0.12671,11.2429,9.03375,270.58041
0.14006,10.9572,8.70131,168.7924
0.12729,10.7601,8.57722,134.0255
0.13279,10.9755,8.83512,159.82851
0.20312,11.5054,8.73584,191.1116
0.19821,11.0402,8.27921,139.2578
0.13148,10.9288,8.45994,135.9093
0.06481,10.8457,8.97431,199.5862
0.12523,10.9952,8.8143,135.3262
0.13522,11.1602,8.83172,189.69299
0.06145,10.4117,9.10251,120.7725
0.029,10.5172,8.84622,152.44209
0.074,10.2257,8.86019,125.7609
0.1277,10.5839,8.34659,89.6712
0.13097,10.6267,8.50496,83.3106
0.12535,10.8074,8.52244,162.908
0.13497,11.2933,8.88063,258.422
0.09029,10.3311,8.41966,111.1841
0.12438,11.0153,8.98882,192.5714
0.1289,10.7478,8.71308,133.44701
0.13236,10.8986,8.68894,141.28419
0.02969,10.1083,8.91008,108.8031
0.06802,10.6242,9.14891,132.842
0.02536,10.0527,8.52213,45.6282
0.07564,10.1174,8.43909,112.5427
0.104,11.0221,9.09256,175.24049
0.10416,10.7036,8.81604,105.2834
0.1975,11.2453,8.583,176.05029
0.10428,10.4769,8.01932,13.9438
0.07584,10.5518,9.04213,130.56149
0.12551,10.8182,8.77734,166.29111
0.07924,11.1616,9.05883,149.8183
0.05253,10.8812,8.98945,166.07111
0.07542,10.5745,8.9665,98.2487
0.12451,10.6121,8.56674,130.38271
0.11273,10.9135,8.54566,131.8493
0.11804,11.1567,8.82701,129.89999
0.10561,10.7877,9.14852,176.71069
0.04641,11.1762,8.92921,214.4975
0.16391,11.2722,8.77156,186.5634
0.0603,10.8184,8.79375,99.9401
0.14197,11.2304,8.76794,188.7292
0.0777,10.7884,9.20945,162.0056
0.11825,11.0419,9.13392,181.9099
0.07645,10.4567,8.87889,87.9669
0.11857,10.8734,8.53626,136.8989
0.13331,10.9391,8.82357,178.7883
0.07687,10.7513,8.57157,89.9278
0.11939,10.9822,8.9104,239.3815
0.07992,10.2533,8.56437,98.2082
0.10517,11.0189,8.87045,167.6223
0.13226,10.8198,9.22461,137.8911
0.07664,11.0154,8.87956,96.2477
0.11698,11.0751,8.83131,193.6485
0.05015,10.4025,8.88989,110.1192
0.10564,10.5959,8.70015,122.9164
0.10456,10.788,8.77645,99.7535
0.1156,11.0538,8.97408,160.3756
0.10405,10.5109,8.51604,108.8837
0.04797,10.5066,8.66105,99.9702
0.04798,10.0071,8.45115,78.6261
0.12056,10.7643,8.36188,104.8962
0.04863,10.3967,8.75163,97.507
0.10449,10.9491,8.91671,177.4234
0.07334,10.7099,9.01563,152.3477
0.19412,10.9679,8.69886,175.0208
0.12677,11.0316,8.70371,179.8038
0.1043,10.5692,8.45629,109.1523
0.10357,10.7426,8.83252,183.6832
0.11861,10.9499,8.65177,170.27299
0.12357,11.3591,8.90576,149.63229
0.08641,10.5787,8.93748,148.6024
0.12862,11.0333,9.32547,259.7485
0.12911,11.5841,8.89293,212.4865
0.1325,11.1698,9.13972,147.289
0.13984,11.2276,8.7237,163.85271
0.06125,10.7047,8.83039,107.2087
0.11587,11.6743,9.06804,184.84891
0.05006,9.8797,7.90978,59.6888
0.11182,10.8238,8.63759,139.7641
0.13375,10.799,8.77491,145.5795
0.14157,11.125,8.53193,134.2697
0.11433,10.4961,8.69135,120.0141
0.19639,11.3301,8.88676,206.3907
0.11535,10.6526,8.70835,143.70399
0.10463,10.8944,8.5993,116.8587
0.11379,10.9362,8.65695,121.0071
0.02917,10.3381,9.23586,198.351
0.12026,10.9031,8.6235,187.1048
0.12601,11.4005,9.30522,291.05371
0.02868,10.233,8.27404,65.2985
0.11911,10.9847,9.14374,139.5912
0.0664,10.3237,8.57851,88.4967
0.13315,10.9888,8.92695,196.1265
0.13294,11.1002,9.15553,204.9744
0.13255,10.889,9.01449,252.866
0.12841,10.9899,8.73826,118.156
0.14796,10.8509,8.70966,131.3456
0.09735,10.6589,8.93689,137.12601
0.13364,11.2896,8.8228,173.9147
0.10638,11.1247,8.84726,161.6198
0.10596,10.8284,8.48864,132.21831
0.07702,10.582,8.52393,64.4503
0.09478,10.9019,8.75696,144.7321
0.1072,10.4874,8.47045,110.1227
0.10693,10.9416,8.62297,131.5822
0.02689,10.1558,8.52796,30.006
0.11817,10.6931,8.80619,161.80119
0.10679,10.8297,8.99019,145.6358
0.13835,10.7092,8.63682,92.3303
0.11899,11.1434,8.69071,154.6169
0.08033,10.0928,8.54021,82.2893
0.11708,10.8905,8.80343,132.7742
0.12012,10.9212,8.56575,107.4206
0.0474,10.4339,8.88747,66.8383
0.04778,10.8024,8.80313,103.4827
0.085,10.9981,9.045,279.03729
0.07911,10.2131,8.01886,0.0
0.16065,10.7865,8.81499,123.3067
0.15672,11.1804,8.77174,177.8008
0.11845,11.2645,8.68839,127.5075
0.10151,10.6402,8.54297,107.9574
0.12015,10.5119,8.50403,112.7557
0.11709,10.6538,8.58869,110.3421
0.11907,10.6944,8.76222,162.9411
0.12115,10.6619,8.76665,136.59509
0.172,11.1929,8.63963,136.17149
0.11768,11.019,9.0478,171.3801
0.1167,11.0702,8.64941,155.6884
0.13725,11.0258,8.90455,136.43539
0.07813,10.9841,8.83014,146.763
0.12487,10.6392,8.81631,127.3365
0.25233,11.6301,8.82513,232.9697
0.11603,10.8057,8.76383,159.1183
0.11826,10.968,9.1605,147.6841
0.1183,10.5808,8.57228,91.1107
0.11206,10.555,8.73002,105.1635
0.11697,10.9684,8.68536,138.9048
0.07828,10.7024,8.5342,118.4302
0.07777,10.8012,8.56227,172.2408
0.10577,10.7574,8.507,119.6457
0.07937,10.1862,8.40776,75.3726
0.07742,10.5435,8.74718,110.8429
0.15576,11.2505,8.73479,177.02361
0.15673,10.9744,8.37701,89.5789
0.09398,10.8159,9.19176,152.1055
0.15653,10.8858,8.73421,124.1624
0.09348,10.4227,8.57213,94.478
0.06061,10.4288,8.93894,108.3195
0.1064,11.0038,8.87277,133.6537
0.13084,10.7001,8.68773,125.179
0.04991,10.3786,9.35845,170.1772
0.10778,11.22,8.76623,193.69
0.0934,10.7157,8.72598,125.6241
0.10651,11.4893,8.53982,218.7377
0.13161,10.4788,8.35897,73.1017
0.07745,10.7943,9.18168,129.4252
0.07784,10.6026,8.84965,194.37399
0.07696,11.4779,9.72142,121.1815
0.09945,10.8779,8.72891,178.9622
0.10943,10.5016,8.77104,85.1872
0.09556,10.596,8.36923,68.8821
0.11825,11.0751,8.97277,163.54739
0.11295,10.8343,9.16473,158.1785
0.09213,11.0753,8.7359,155.2852
0.1064,10.7621,8.80515,126.4317
0.09199,10.6651,8.30835,15.49
0.15818,11.0592,8.84375,169.49741
0.13641,10.8705,8.81271,171.1731
0.07506,11.0255,8.58217,155.20351
0.10641,10.5682,8.9345,140.75771
0.11952,10.7542,8.75753,186.19
0.10765,10.7368,9.05566,124.5531
0.10744,10.9659,9.07517,156.0137
0.17786,10.7916,8.67808,103.7944
0.07568,10.5963,9.28866,208.59309
0.13327,10.9695,8.93863,135.67439
0.10727,10.7234,8.66576,98.6001
0.11705,10.5122,8.82239,118.0285
0.1215,10.8981,8.36921,88.2029
0.09377,10.7058,8.91488,135.0782
0.09409,10.7078,8.74337,104.4287
0.0583,10.5202,9.03731,117.1177
0.10519,10.874,8.95277,188.7524
0.10521,10.5764,9.23941,155.427
0.13823,11.0253,8.62544,151.662
0.11163,10.9076,8.83384,131.353
0.06093,10.9222,9.17974,143.44881
0.09337,10.55,8.5551,101.5564
0.09294,10.7392,8.7483,175.8868
0.09316,10.568,8.64884,63.6846
0.09285,10.8902,8.79215,137.18089
0.1109,11.1877,8.93027,162.0477
0.10625,10.6914,8.52727,103.1493
0.12558,10.7312,8.72512,118.9534
0.17893,11.3723,8.96521,228.6895
0.08681,11.2305,9.08387,221.0
0.10412,10.8345,8.71299,131.9808
0.0852,10.2498,8.37655,70.0664
0.09641,10.9862,8.76862,132.1228
0.07663,10.2483,8.63068,80.7776
0.10116,10.7234,8.67832,104.2982
0.10463,10.4982,8.76473,122.677
0.12137,10.7439,8.62059,124.8927
0.12077,10.7333,8.65106,164.28841
0.12743,11.3399,8.94249,253.401
0.0841,10.6364,8.73378,153.283
0.13161,10.3907,8.63788,103.2557
0.06911,9.867,8.38314,47.3751
0.10779,10.5312,8.57086,63.5178
0.12529,10.9672,8.6706,122.2586
0.1269,10.6604,8.75551,102.4099
0.10548,10.2135,8.05418,46.0142
0.10917,10.637,8.64676,149.96719
0.10834,10.6996,8.65587,77.9928
0.08003,10.8912,8.72308,155.91879
0.08075,11.0151,8.86868,170.8139
0.1266,10.9771,9.07463,177.30141
0.17999,11.1284,8.77433,156.79469
0.13802,10.7997,8.54773,83.4148
0.12786,10.6509,8.73034,154.2984
0.15428,11.1873,8.82013,209.0629
0.17941,11.114,8.56755,105.1273
0.22731,11.2312,8.71569,214.30859
0.02862,9.8921,8.80054,76.9878
0.10819,11.0678,8.7869,198.3968
0.16253,10.9866,8.45031,126.6921
0.10527,10.6095,8.81106,128.882
0.13061,10.8039,8.23631,117.3902
0.12521,11.1119,8.94468,179.6862
0.12454,10.8402,8.90233,156.25929
0.11989,10.9081,8.2912,104.326
0.12117,10.9905,8.58805,107.8514
0.11984,11.3195,9.05386,275.04639
0.10577,10.3089,8.06958,0.0
0.12816,10.6809,8.40629,92.8372
0.07712,10.4735,8.39931,105.8085
0.10653,10.4378,8.6954,101.1268
0.1051,11.2538,9.08869,206.2108
0.0514,10.2576,8.70895,122.0323
0.1075,10.5018,8.58496,118.0069
0.13461,10.5757,8.38387,114.242
0.12065,10.8736,8.79815,166.67641
0.12336,10.9979,8.74036,169.75459
0.0948,10.7399,8.56805,133.0647
0.10615,10.3107,8.37178,78.8076
0.10645,10.6298,8.56576,104.3171
0.10521,10.5634,8.76483,214.27991
0.08071,10.3411,8.03948,110.0221
0.13367,10.9779,8.99815,256.65521
0.1141,10.9268,8.78103,165.0762
0.13556,10.5498,8.39363,127.5916
0.13524,10.9095,8.76629,141.06149
0.10533,10.6963,8.712,151.2802
0.10552,10.6574,8.69079,152.5507
0.10672,11.3537,8.99856,235.70329
0.09502,11.0202,8.93032,165.1331
0.0776,10.6262,8.82805,121.4734
0.26489,11.2142,8.91758,311.0563
0.13473,10.8478,8.60436,140.5938
0.07856,10.7001,9.0563,154.4171
0.04735,10.6626,8.8761,219.35429
0.08341,11.0633,8.66311,275.1283
0.12649,10.9415,8.36889,58.2351
0.12572,10.984,8.39052,147.3969
0.06917,10.1991,8.87591,103.4468
0.1939,11.3038,8.85283,194.9287
0.13746,10.7834,8.68838,119.3155
0.11139,11.0704,8.48867,150.33791
0.07826,10.4066,8.75576,95.5988
0.07826,10.746,9.12731,108.1322
0.10702,10.5614,8.46921,46.734
0.10728,10.6983,8.84444,114.2575
0.13943,11.0034,9.19719,257.03711
0.26104,11.4379,8.68218,205.95261
0.13583,10.9595,8.79959,143.5856
0.13591,10.9092,8.78469,119.3216
0.04732,10.914,9.18848,159.94031
0.13678,10.8919,8.65711,135.11031
0.07853,11.0314,8.62116,95.3625
0.04734,10.8259,8.97569,150.998
0.10622,11.0949,9.01128,135.32159
0.10718,10.4881,8.59627,93.8118
0.1072,10.5966,8.65514,121.85
0.12723,11.1751,8.98271,194.1584
0.07692,10.8818,8.83666,138.85471
0.08166,10.9505,9.03582,155.9265
0.08115,10.604,9.06757,196.4001
0.04748,10.4689,8.45971,67.3294
0.04741,9.9941,8.54513,69.6395
0.19564,11.6175,8.62533,205.7608
0.12897,11.3232,8.30764,173.0479
0.12755,10.83,8.98192,144.3902
0.12237,10.9335,8.94448,141.31911
0.10737,10.8186,8.8554,127.3459
0.10974,10.9885,8.59798,125.9908
0.13763,10.9617,8.82042,164.1927
0.22789,11.4486,8.57501,141.173
0.1578,11.077,8.73237,175.7066
0.08043,10.3774,8.71359,82.5085
0.07819,10.7939,8.88852,146.4673
0.07901,10.8647,9.1188,123.7083
0.10896,10.8277,8.76874,115.8945
0.06476,10.5025,8.35254,91.2382
0.10765,10.8035,9.12451,169.42461
0.07824,11.0695,8.84235,119.848
0.07915,10.5575,9.07741,135.9745
0.07893,10.7546,8.98589,138.6434
0.1575,10.9122,8.49854,74.0196
0.15821,11.0209,8.86385,153.91451
0.0783,10.4928,8.70811,83.8526
0.16928,11.4684,8.67794,208.97189
0.16917,11.0687,8.95146,179.7366
0.12893,11.0861,8.93954,139.14101
0.19909,11.053,8.55797,104.6917
0.1031,10.4968,8.94317,140.4057
0.14908,11.3023,9.17996,182.2905
0.07821,11.0082,8.96517,144.05701
0.12653,11.2178,8.68078,147.39349
0.13119,10.8287,8.53666,146.2462
0.12855,11.0705,8.98254,157.94521
0.11639,11.2429,8.81187,169.0103
0.17172,11.1247,8.68552,177.33701
0.1157,10.7819,8.73876,145.3457
0.12225,10.9449,8.65224,282.68961
0.1082,11.0717,8.91323,162.03619
0.11826,11.1329,8.77597,194.5218
0.1787,11.4821,8.88247,170.91431
0.09857,11.0383,8.80149,179.3766
0.09397,10.8639,8.72343,105.4879
0.1313,11.2274,8.84943,152.6553
0.0603,10.4709,8.21245,96.8887
0.14999,11.3143,8.5628,202.8607
0.17487,11.0565,8.33787,123.4819
0.07463,10.4168,8.53555,84.7394
0.07657,10.2706,8.41528,109.8561
0.11986,10.9481,8.76531,131.5146
0.1804,11.0952,8.42539,112.0423
0.1208,11.0931,8.16659,91.0375
0.123,10.8092,8.94565,177.27319
0.16856,11.191,8.94898,174.8631
0.084,10.9496,9.2382,180.36971
0.0799,10.4499,8.4098,85.0925
0.16966,11.3753,9.15153,214.3746
0.07565,10.4584,8.60402,84.5168
0.09473,10.6882,8.53173,100.2303
0.0802,10.3862,8.91551,109.0243
0.12507,11.416,9.25754,241.5686
0.09484,10.6935,8.4695,104.2974
0.08288,10.4534,8.63795,96.5991
0.17541,11.3612,8.80316,248.5047
0.07682,10.6063,8.59303,102.318
0.12062,10.7552,8.95767,171.45461
0.13002,10.8064,8.29696,98.5982
0.1461,10.9322,8.88581,160.451
0.12943,11.0001,8.66876,140.42239
0.12148,10.6971,8.6688,106.3939
0.12118,11.1747,8.71199,176.6338
0.14549,11.4397,8.86666,248.2578
0.0838,10.1751,8.81685,95.56
0.12749,10.6434,8.74763,124.0955
0.12663,10.9614,8.86617,172.7511
0.12452,11.1187,8.80483,184.2509
0.24381,11.3189,8.61552,153.66991
0.07698,11.1968,9.03822,225.99049
0.12109,10.7672,8.56796,190.1532
0.14495,10.9215,8.69461,156.5722
0.12996,10.9809,8.93894,131.7652
0.13192,11.1868,8.92377,174.3065
0.12578,11.2844,8.70015,175.00121
0.13239,11.3169,8.57752,148.2811
0.10728,10.9098,8.84711,126.754
0.12449,10.678,8.74291,129.4187
0.08573,9.8893,8.32175,122.7751
0.13234,10.8155,8.50392,104.4457
0.06454,11.0354,8.67357,185.0284
0.13349,11.1631,8.67688,161.2276
0.13289,10.8331,8.60577,145.7832
0.07795,11.0051,8.95299,198.2701
0.13318,10.612,8.41777,103.0229
0.07623,10.4538,8.70047,145.164
0.06061,9.8508,8.23822,63.0454
0.07756,10.7559,8.75988,127.3376
0.07774,10.4081,8.5833,86.0538
0.10795,10.6415,8.89319,122.7405
0.10817,10.7114,8.86713,109.5138
0.04756,10.1306,8.67788,57.3433
0.07662,10.7563,8.83593,128.97189
0.07802,10.8634,8.93499,141.3638
0.0764,11.1331,8.8852,232.4543
0.1687,11.1089,8.80128,195.1179
0.10699,10.7012,8.7149,101.7879
0.20208,11.425,8.95846,218.5002
0.13261,10.8973,8.88739,164.83521
0.06209,10.0478,8.88809,61.0865
0.07579,10.5549,8.4924,89.2002
0.09539,11.0696,8.7798,195.5627
0.09558,10.7291,8.75121,156.0766
0.13087,10.6823,8.77512,174.3533
0.12556,10.745,8.63305,130.49989
0.0764,10.4341,8.43362,86.3609
0.10291,11.0089,8.89938,173.6207
0.04736,10.6926,8.83833,118.7759
0.17865,11.1926,8.56671,168.6761
0.0949,10.7763,8.82471,172.7009
0.08144,10.43,8.69353,81.1123
0.12418,11.021,8.58116,135.1131
0.07741,11.0101,8.85467,181.9966
0.08657,10.6825,8.95596,153.76559
0.10086,10.3237,8.29357,125.7665
0.19853,11.0417,8.0926,132.099
0.0866,10.4236,8.4066,79.2336
0.17403,10.9614,8.3511,154.2173
0.16455,11.2144,8.94106,211.4379
0.09409,11.1279,9.34088,254.996
0.10809,10.4525,8.73948,87.723
0.16531,11.0207,8.65318,167.8956
0.1252,10.9636,8.56411,141.423
0.08161,11.0258,9.19468,223.438
0.08519,10.7141,8.47741,107.4917
0.13935,10.7403,8.43826,95.5724
0.06207,10.8024,9.06448,136.2626
0.09385,10.5877,8.36337,66.8058
0.03858,10.1701,8.84788,80.4714
0.16251,10.7479,8.62656,152.94679
0.163,10.9687,8.86667,139.25079
0.09461,10.5838,8.68743,137.6167
0.08188,11.1676,8.76812,168.72971
0.16344,10.8418,8.57468,174.4659
0.0819,10.8138,9.23719,195.9286
0.07528,10.1186,8.86627,108.2601
0.08194,11.2286,8.97517,223.5802
0.07974,11.0107,8.79135,208.2722
0.08165,11.0337,9.01632,168.71339
0.10388,10.823,9.10632,147.6362
0.09987,10.6064,8.64086,116.3934
0.1613,11.2233,8.58279,172.5632
0.12877,10.8218,8.62048,129.72
0.06213,9.9405,8.57995,88.8467
0.13034,11.2321,8.93211,133.0621
0.08201,10.3237,8.43134,57.6954
0.0953,10.6265,8.96538,156.2738
0.06318,10.714,9.02744,170.3313
0.08214,10.7416,8.60091,148.548
0.17983,11.0931,8.33479,119.6325
0.08234,10.7956,8.78637,133.2061
0.12988,11.0344,8.87977,153.62801
0.06256,11.5281,9.19227,209.4373
0.06284,10.6969,8.75643,123.1711
0.13034,10.9343,8.71529,142.90559
0.1305,10.7314,8.72292,163.7421
0.09424,10.6292,8.65952,138.3242
0.09527,10.9351,9.27976,197.5928
0.11493,10.9371,8.73403,167.75751
0.06318,10.755,8.76936,135.41879
0.13055,11.0998,8.67751,144.7054
0.17659,11.2799,8.65313,122.9413
